ESTADO ;CIDADE;Letra;;
Minas Gerais;Aimorés;A;;
Minas Gerais;Aiuruoca;A;;
Minas Gerais;Alagoa;A;;
Minas Gerais;Albertina;A;;
Minas Gerais;Além Paraíba;A;;
Minas Gerais;Alfenas;A;;
Minas Gerais;Alfredo Vasconcelos;A;;
Minas Gerais;Almenara;A;;
Minas Gerais;Alpercata;A;;
Minas Gerais;Alpinópolis;A;;
Minas Gerais;Alterosa;A;;
Minas Gerais;Alto Caparaó;A;;
Minas Gerais;Alto Jequitibá;A;;
Minas Gerais;Alto Rio Doce;A;;
Minas Gerais;Alvarenga;A;;
Minas Gerais;Alvinópolis;A;;
Minas Gerais;Alvorada de Minas;A;;
Minas Gerais;Amparo da Serra;A;;
Minas Gerais;Andradas;A;;
Minas Gerais;Andrelândia;A;;
Minas Gerais;Angelândia;A;;
Minas Gerais;Antônio Carlos;A;;
Minas Gerais;Antônio Dias;A;;
Minas Gerais;Antônio Prado de Minas;A;;
Minas Gerais;Araçaí;A;;
Minas Gerais;Aracitaba;A;;
Minas Gerais;Araçuaí;A;;
Minas Gerais;Araguari;A;;
Minas Gerais;Arantina;A;;
Minas Gerais;Araponga;A;;
Minas Gerais;Araporã;A;;
Minas Gerais;Arapuá;A;;
Minas Gerais;Araújos;A;;
Minas Gerais;Araxá;A;;
Minas Gerais;Arceburgo;A;;
Minas Gerais;Arcos;A;;
Minas Gerais;Areado;A;;
Minas Gerais;Argirita;A;;
Minas Gerais;Aricanduva;A;;
Minas Gerais;Arinos;A;;
Minas Gerais;Astolfo Dutra;A;;
Minas Gerais;Ataléia;A;;
Minas Gerais;Augusto de Lima;A;;
Minas Gerais;Baependi;B;;
Minas Gerais;Baldim;B;;
Minas Gerais;Bambuí;B;;
Minas Gerais;Bandeira;B;;
Minas Gerais;Bandeira do Sul;B;;
Minas Gerais;Barão de Cocais;B;;
Minas Gerais;Barão de Monte Alto;B;;
Minas Gerais;Barbacena;B;;
Minas Gerais;Barra Longa;B;;
Minas Gerais;Barroso;B;;
Minas Gerais;Bela Vista de Minas;B;;
Minas Gerais;Belmiro Braga;B;;
Minas Gerais;Belo Horizonte;B;;
Minas Gerais;Belo Oriente;B;;
Minas Gerais;Belo Vale;B;;
Minas Gerais;Berilo;B;;
Minas Gerais;Berizal;B;;
Minas Gerais;Bertópolis;B;;
Minas Gerais;Betim;B;;
Minas Gerais;Bias Fortes;B;;
Minas Gerais;Bicas;B;;
Minas Gerais;Biquinhas;B;;
Minas Gerais;Boa Esperança;B;;
Minas Gerais;Bocaina de Minas;B;;
Minas Gerais;Bocaiuva;B;;
Minas Gerais;Bom Despacho;B;;
Minas Gerais;Bom Jardim de Minas;B;;
Minas Gerais;Bom Jesus da Penha;B;;
Minas Gerais;Bom Jesus do Amparo;B;;
Minas Gerais;Bom Jesus do Galho;B;;
Minas Gerais;Bom Repouso;B;;
Minas Gerais;Bom Sucesso;B;;
Minas Gerais;Bonfim;B;;
Minas Gerais;Bonfinópolis de Minas;B;;
Minas Gerais;Bonito de Minas;B;;
Minas Gerais;Borda da Mata;B;;
Minas Gerais;Botelhos;B;;
Minas Gerais;Botumirim;B;;
Minas Gerais;Brás Pires;B;;
Minas Gerais;Brasilândia de Minas;B;;
Minas Gerais;Brasília de Minas;B;;
Minas Gerais;Braúnas;B;;
Minas Gerais;Brazópolis;B;;
Minas Gerais;Brumadinho;B;;
Minas Gerais;Bueno Brandão;B;;
Minas Gerais;Buenópolis;B;;
Minas Gerais;Bugre;B;;
Minas Gerais;Buritis;B;;
Minas Gerais;Buritizeiro;B;;
Minas Gerais;Cabeceira Grande;C;;
Minas Gerais;Cabo Verde;C;;
Minas Gerais;Cachoeira da Prata;C;;
Minas Gerais;Cachoeira de Minas;C;;
Minas Gerais;Cachoeira de Pajeú;C;;
Minas Gerais;Cachoeira Dourada;C;;
Minas Gerais;Caetanópolis;C;;
Minas Gerais;Caeté;C;;
Minas Gerais;Caiana;C;;
Minas Gerais;Cajuri;C;;
Minas Gerais;Caldas;C;;
Minas Gerais;Camacho;C;;
Minas Gerais;Camanducaia;C;;
Minas Gerais;Cambuí;C;;
Minas Gerais;Cambuquira;C;;
Minas Gerais;Campanário;C;;
Minas Gerais;Campanha;C;;
Minas Gerais;Campestre;C;;
Minas Gerais;Campina Verde;C;;
Minas Gerais;Campo Azul;C;;
Minas Gerais;Campo Belo;C;;
Minas Gerais;Campo do Meio;C;;
Minas Gerais;Campo Florido;C;;
Minas Gerais;Campos Altos;C;;
Minas Gerais;Campos Gerais;C;;
Minas Gerais;Cana Verde;C;;
Minas Gerais;Canaã;C;;
Minas Gerais;Canápolis;C;;
Minas Gerais;Candeias;C;;
Minas Gerais;Cantagalo;C;;
Minas Gerais;Caparaó;C;;
Minas Gerais;Capela Nova;C;;
Minas Gerais;Capelinha;C;;
Minas Gerais;Capetinga;C;;
Minas Gerais;Capim Branco;C;;
Minas Gerais;Capinópolis;C;;
Minas Gerais;Capitão Andrade;C;;
Minas Gerais;Capitão Enéas;C;;
Minas Gerais;Capitólio;C;;
Minas Gerais;Caputira;C;;
Minas Gerais;Caraí;C;;
Minas Gerais;Caranaíba;C;;
Minas Gerais;Carandaí;C;;
Minas Gerais;Carangola;C;;
Minas Gerais;Caratinga;C;;
Minas Gerais;Carbonita;C;;
Minas Gerais;Careaçu;C;;
Minas Gerais;Carlos Chagas;C;;
Minas Gerais;Carmésia;C;;
Minas Gerais;Carmo da Cachoeira;C;;
Minas Gerais;Carmo da Mata;C;;
Minas Gerais;Carmo de Minas;C;;
Minas Gerais;Carmo do Cajuru;C;;
Minas Gerais;Carmo do Paranaíba;C;;
Minas Gerais;Carmo do Rio Claro;C;;
Minas Gerais;Carmópolis de Minas;C;;
Minas Gerais;Carneirinho;C;;
Minas Gerais;Carrancas;C;;
Minas Gerais;Carvalhópolis;C;;
Minas Gerais;Carvalhos;C;;
Minas Gerais;Casa Grande;C;;
Minas Gerais;Cascalho Rico;C;;
Minas Gerais;Cássia;C;;
Minas Gerais;Cataguases;C;;
Minas Gerais;Catas Altas da Noruega;C;;
Minas Gerais;Catas Altas;C;;
Minas Gerais;Catuji;C;;
Minas Gerais;Catuti;C;;
Minas Gerais;Caxambu;C;;
Minas Gerais;Cedro do Abaeté;C;;
Minas Gerais;Central de Minas;C;;
Minas Gerais;Centralina;C;;
Minas Gerais;Chácara;C;;
Minas Gerais;Chalé;C;;
Minas Gerais;Chapada do Norte;C;;
Minas Gerais;Chapada Gaúcha;C;;
Minas Gerais;Chiador;C;;
Minas Gerais;Cipotânea;C;;
Minas Gerais;Claraval;C;;
Minas Gerais;Claro dos Poções;C;;
Minas Gerais;Cláudio;C;;
Minas Gerais;Coimbra;C;;
Minas Gerais;Coluna;C;;
Minas Gerais;Comendador Gomes;C;;
Minas Gerais;Comercinho;C;;
Minas Gerais;Conceição da Aparecida;C;;
Minas Gerais;Conceição da Barra de Minas;C;;
Minas Gerais;Conceição das Alagoas;C;;
Minas Gerais;Conceição das Pedras;C;;
Minas Gerais;Conceição de Ipanema;C;;
Minas Gerais;Conceição do Mato Dentro;C;;
Minas Gerais;Conceição do Pará;C;;
Minas Gerais;Conceição do Rio Verde;C;;
Minas Gerais;Conceição dos Ouros;C;;
Minas Gerais;Cônego Marinho;C;;
Minas Gerais;Confins;C;;
Minas Gerais;Congonhal;C;;
Minas Gerais;Congonhas do Norte;C;;
Minas Gerais;Congonhas;C;;
Minas Gerais;Conquista;C;;
Minas Gerais;Conselheiro Lafaiete;C;;
Minas Gerais;Conselheiro Pena;C;;
Minas Gerais;Consolação;C;;
Minas Gerais;Contagem;C;;
Minas Gerais;Coqueiral;C;;
Minas Gerais;Coração de Jesus;C;;
Minas Gerais;Cordisburgo;C;;
Minas Gerais;Cordislândia;C;;
Minas Gerais;Corinto;C;;
Minas Gerais;Coroaci;C;;
Minas Gerais;Coromandel;C;;
Minas Gerais;Coronel Fabriciano;C;;
Minas Gerais;Coronel Murta;C;;
Minas Gerais;Coronel Pacheco;C;;
Minas Gerais;Coronel Xavier Chaves;C;;
Minas Gerais;Córrego Danta;C;;
Minas Gerais;Córrego do Bom Jesus;C;;
Minas Gerais;Córrego Fundo;C;;
Minas Gerais;Córrego Novo;C;;
Minas Gerais;Couto de Magalhães de Minas;C;;
Minas Gerais;Crisólita;C;;
Minas Gerais;Cristais;C;;
Minas Gerais;Cristália;C;;
Minas Gerais;Cristiano Otoni;C;;
Minas Gerais;Cristina;C;;
Minas Gerais;Crucilândia;C;;
Minas Gerais;Cruzeiro da Fortaleza;C;;
Minas Gerais;Cruzília;C;;
Minas Gerais;Cuparaque;C;;
Minas Gerais;Curral de Dentro;C;;
Minas Gerais;Curvelo;C;;
Minas Gerais;Datas;D;;
Minas Gerais;Delfim Moreira;D;;
Minas Gerais;Delfinópolis;D;;
Minas Gerais;Delta;D;;
Minas Gerais;Descoberto;D;;
Minas Gerais;Desterro de Entre Rios;D;;
Minas Gerais;Desterro do Melo;D;;
Minas Gerais;Diamantina;D;;
Minas Gerais;Diogo de Vasconcelos;D;;
Minas Gerais;Dionísio;D;;
Minas Gerais;Divinésia;D;;
Minas Gerais;Divino;D;;
Minas Gerais;Divino das Laranjeiras;D;;
Minas Gerais;Divinolândia de Minas;D;;
Minas Gerais;Divinópolis;D;;
Minas Gerais;Divisa Alegre;D;;
Minas Gerais;Divisa Nova;D;;
Minas Gerais;Divisópolis;D;;
Minas Gerais;Dom Bosco;D;;
Minas Gerais;Dom Cavati;D;;
Minas Gerais;Dom Joaquim;D;;
Minas Gerais;Dom Silvério;D;;
Minas Gerais;Dom Viçoso;D;;
Minas Gerais;Dona Euzébia;D;;
Minas Gerais;Dores de Campos;D;;
Minas Gerais;Dores de Guanhães;D;;
Minas Gerais;Dores do Indaiá;D;;
Minas Gerais;Dores do Turvo;D;;
Minas Gerais;Doresópolis;D;;
Minas Gerais;Douradoquara;D;;
Minas Gerais;Durandé;D;;
Minas Gerais;Elói Mendes;E;;
Minas Gerais;Engenheiro Caldas;E;;
Minas Gerais;Engenheiro Navarro;E;;
Minas Gerais;Entre Folhas;E;;
Minas Gerais;Entre Rios de Minas;E;;
Minas Gerais;Ervália;E;;
Minas Gerais;Esmeraldas;E;;
Minas Gerais;Espera Feliz;E;;
Minas Gerais;Espinosa;E;;
Minas Gerais;Espírito Santo do Dourado;E;;
Minas Gerais;Estiva;E;;
Minas Gerais;Estrela Dalva;E;;
Minas Gerais;Estrela do Indaiá;E;;
Minas Gerais;Estrela do Sul;E;;
Minas Gerais;Eugenópolis;E;;
Minas Gerais;Ewbank da Câmara;E;;
Minas Gerais;Extrema;E;;
Minas Gerais;Fama;F;;
Minas Gerais;Faria Lemos;F;;
Minas Gerais;Felício dos Santos;F;;
Minas Gerais;Felisburgo;F;;
Minas Gerais;Felixlândia;F;;
Minas Gerais;Fernandes Tourinho;F;;
Minas Gerais;Ferros;F;;
Minas Gerais;Fervedouro;F;;
Minas Gerais;Florestal;F;;
Minas Gerais;Formiga;F;;
Minas Gerais;Formoso;F;;
Minas Gerais;Fortaleza de Minas;F;;
Minas Gerais;Fortuna de Minas;F;;
Minas Gerais;Francisco Badaró;F;;
Minas Gerais;Francisco Dumont;F;;
Minas Gerais;Francisco Sá;F;;
Minas Gerais;Franciscópolis;F;;
Minas Gerais;Frei Gaspar;F;;
Minas Gerais;Frei Inocêncio;F;;
Minas Gerais;Frei Lagonegro;F;;
Minas Gerais;Fronteira;F;;
Minas Gerais;Fronteira dos Vales;F;;
Minas Gerais;Fruta de Leite;F;;
Minas Gerais;Frutal;F;;
Minas Gerais;Funilândia;F;;
Minas Gerais;Galileia;G;;
Minas Gerais;Gameleiras;G;;
Minas Gerais;Glaucilândia;G;;
Minas Gerais;Goiabeira;G;;
Minas Gerais;Goianá;G;;
Minas Gerais;Gonçalves;G;;
Minas Gerais;Gonzaga;G;;
Minas Gerais;Gouveia;G;;
Minas Gerais;Governador Valadares;G;;
Minas Gerais;Grão Mogol;G;;
Minas Gerais;Grupiara;G;;
Minas Gerais;Guanhães;G;;
Minas Gerais;Guapé;G;;
Minas Gerais;Guaraciaba;G;;
Minas Gerais;Guaraciama;G;;
Minas Gerais;Guaranésia;G;;
Minas Gerais;Guarani;G;;
Minas Gerais;Guarará;G;;
Minas Gerais;Guarda-Mor;G;;
Minas Gerais;Guaxupé;G;;
Minas Gerais;Guidoval;G;;
Minas Gerais;Guimarânia;G;;
Minas Gerais;Guiricema;G;;
Minas Gerais;Gurinhatã;G;;
Minas Gerais;Heliodora;H;;
Minas Gerais;Iapu;I;;
Minas Gerais;Ibertioga;I;;
Minas Gerais;Ibiá;I;;
Minas Gerais;Ibiaí;I;;
Minas Gerais;Ibiracatu;I;;
Minas Gerais;Ibiraci;I;;
Minas Gerais;Ibirité;I;;
Minas Gerais;Ibitiúra de Minas;I;;
Minas Gerais;Ibituruna;I;;
Minas Gerais;Icaraí de Minas;I;;
Minas Gerais;Igarapé;I;;
Minas Gerais;Igaratinga;I;;
Minas Gerais;Iguatama;I;;
Minas Gerais;Ijaci;I;;
Minas Gerais;Ilicínea;I;;
Minas Gerais;Imbé de Minas;I;;
Minas Gerais;Inconfidentes;I;;
Minas Gerais;Indaiabira;I;;
Minas Gerais;Indianópolis;I;;
Minas Gerais;Ingaí;I;;
Minas Gerais;Inhapim;I;;
Minas Gerais;Inhaúma;I;;
Minas Gerais;Inimutaba;I;;
Minas Gerais;Ipaba;I;;
Minas Gerais;Ipanema;I;;
Minas Gerais;Ipatinga;I;;
Minas Gerais;Ipiaçu;I;;
Minas Gerais;Ipuiuna;I;;
Minas Gerais;Iraí de Minas;I;;
Minas Gerais;Itabira;I;;
Minas Gerais;Itabirinha;I;;
Minas Gerais;Itabirito;I;;
Minas Gerais;Itacambira;I;;
Minas Gerais;Itacarambi;I;;
Minas Gerais;Itaguara;I;;
Minas Gerais;Itaipé;I;;
Minas Gerais;Itajubá;I;;
Minas Gerais;Itamarandiba;I;;
Minas Gerais;Itamarati de Minas;I;;
Minas Gerais;Itambacuri;I;;
Minas Gerais;Itambé do Mato Dentro;I;;
Minas Gerais;Itamogi;I;;
Minas Gerais;Itamonte;I;;
Minas Gerais;Itanhandu;I;;
Minas Gerais;Itanhomi;I;;
Minas Gerais;Itaobim;I;;
Minas Gerais;Itapagipe;I;;
Minas Gerais;Itapecerica;I;;
Minas Gerais;Itapeva;I;;
Minas Gerais;Itatiaiuçu;I;;
Minas Gerais;Itaú de Minas;I;;
Minas Gerais;Itaúna;I;;
Minas Gerais;Itaverava;I;;
Minas Gerais;Itinga;I;;
Minas Gerais;Itueta;I;;
Minas Gerais;Ituiutaba;I;;
Minas Gerais;Itumirim;I;;
Minas Gerais;Iturama;I;;
Minas Gerais;Itutinga;I;;
Minas Gerais;Jaboticatubas;J;;
Minas Gerais;Jacinto;J;;
Minas Gerais;Jacuí;J;;
Minas Gerais;Jacutinga;J;;
Minas Gerais;Jaguaraçu;J;;
Minas Gerais;Jaíba;J;;
Minas Gerais;Jampruca;J;;
Minas Gerais;Janaúba;J;;
Minas Gerais;Januária;J;;
Minas Gerais;Japaraíba;J;;
Minas Gerais;Japonvar;J;;
Minas Gerais;Jeceaba;J;;
Minas Gerais;Jenipapo de Minas;J;;
Minas Gerais;Jequeri;J;;
Minas Gerais;Jequitaí;J;;
Minas Gerais;Jequitibá;J;;
Minas Gerais;Jequitinhonha;J;;
Minas Gerais;Jesuânia;J;;
Minas Gerais;Joaíma;J;;
Minas Gerais;Joanésia;J;;
Minas Gerais;João Monlevade;J;;
Minas Gerais;João Pinheiro;J;;
Minas Gerais;Joaquim Felício;J;;
Minas Gerais;Jordânia;J;;
Minas Gerais;José Gonçalves de Minas;J;;
Minas Gerais;José Raydan;J;;
Minas Gerais;Josenópolis;J;;
Minas Gerais;Juatuba;J;;
Minas Gerais;Juiz de Fora;J;;
Minas Gerais;Juramento;J;;
Minas Gerais;Juruaia;J;;
Minas Gerais;Juvenília;J;;
Minas Gerais;Ladainha;L;;
Minas Gerais;Lagamar;L;;
Minas Gerais;Lagoa da Prata;L;;
Minas Gerais;Lagoa dos Patos;L;;
Minas Gerais;Lagoa Dourada;L;;
Minas Gerais;Lagoa Formosa;L;;
Minas Gerais;Lagoa Grande;L;;
Minas Gerais;Lagoa Santa;L;;
Minas Gerais;Lajinha;L;;
Minas Gerais;Lambari;L;;
Minas Gerais;Lamim;L;;
Minas Gerais;Laranjal;L;;
Minas Gerais;Lassance;L;;
Minas Gerais;Lavras;L;;
Minas Gerais;Leandro Ferreira;L;;
Minas Gerais;Leme do Prado;L;;
Minas Gerais;Leopoldina;L;;
Minas Gerais;Liberdade;L;;
Minas Gerais;Lima Duarte;L;;
Minas Gerais;Limeira do Oeste;L;;
Minas Gerais;Lontra;L;;
Minas Gerais;Luisburgo;L;;
Minas Gerais;Luislândia;L;;
Minas Gerais;Luminárias;L;;
Minas Gerais;Luz;L;;
Minas Gerais;Machacalis;M;;
Minas Gerais;Machado;M;;
Minas Gerais;Madre de Deus de Minas;M;;
Minas Gerais;Malacacheta;M;;
Minas Gerais;Mamonas;M;;
Minas Gerais;Manga;M;;
Minas Gerais;Manhuaçu;M;;
Minas Gerais;Manhumirim;M;;
Minas Gerais;Mantena;M;;
Minas Gerais;Mar de Espanha;M;;
Minas Gerais;Maravilhas;M;;
Minas Gerais;Maria da Fé;M;;
Minas Gerais;Mariana;M;;
Minas Gerais;Marilac;M;;
Minas Gerais;Mário Campos;M;;
Minas Gerais;Maripá de Minas;M;;
Minas Gerais;Marliéria;M;;
Minas Gerais;Marmelópolis;M;;
Minas Gerais;Martinho Campos;M;;
Minas Gerais;Martins Soares;M;;
Minas Gerais;Mata Verde;M;;
Minas Gerais;Materlândia;M;;
Minas Gerais;Mateus Leme;M;;
Minas Gerais;Mathias Lobato;M;;
Minas Gerais;Matias Barbosa;M;;
Minas Gerais;Matias Cardoso;M;;
Minas Gerais;Matipó;M;;
Minas Gerais;Mato Verde;M;;
Minas Gerais;Matozinhos;M;;
Minas Gerais;Matutina;M;;
Minas Gerais;Medeiros;M;;
Minas Gerais;Medina;M;;
Minas Gerais;Mendes Pimentel;M;;
Minas Gerais;Mercês;M;;
Minas Gerais;Mesquita;M;;
Minas Gerais;Minas Novas;M;;
Minas Gerais;Minduri;M;;
Minas Gerais;Mirabela;M;;
Minas Gerais;Miradouro;M;;
Minas Gerais;Miraí;M;;
Minas Gerais;Miravânia;M;;
Minas Gerais;Moeda;M;;
Minas Gerais;Moema;M;;
Minas Gerais;Monjolos;M;;
Minas Gerais;Monsenhor Paulo;M;;
Minas Gerais;Montalvânia;M;;
Minas Gerais;Monte Alegre de Minas;M;;
Minas Gerais;Monte Azul;M;;
Minas Gerais;Monte Belo;M;;
Minas Gerais;Monte Carmelo;M;;
Minas Gerais;Monte Formoso;M;;
Minas Gerais;Monte Santo de Minas;M;;
Minas Gerais;Monte Sião;M;;
Minas Gerais;Montes Claros;M;;
Minas Gerais;Montezuma;M;;
Minas Gerais;Morada Nova de Minas;M;;
Minas Gerais;Morro da Garça;M;;
Minas Gerais;Morro do Pilar;M;;
Minas Gerais;Munhoz;M;;
Minas Gerais;Muriaé;M;;
Minas Gerais;Mutum;M;;
Minas Gerais;Muzambinho;M;;
Minas Gerais;Nacip Raydan;N;;
Minas Gerais;Nanuque;N;;
Minas Gerais;Naque;N;;
Minas Gerais;Natalândia;N;;
Minas Gerais;Natércia;N;;
Minas Gerais;Nazareno;N;;
Minas Gerais;Nepomuceno;N;;
Minas Gerais;Ninheira;N;;
Minas Gerais;Nova Belém;N;;
Minas Gerais;Nova Era;N;;
Minas Gerais;Nova Lima;N;;
Minas Gerais;Nova Módica;N;;
Minas Gerais;Nova Ponte;N;;
Minas Gerais;Nova Porteirinha;N;;
Minas Gerais;Nova Resende;N;;
Minas Gerais;Nova Serrana;N;;
Minas Gerais;Nova União;N;;
Minas Gerais;Novo Cruzeiro;N;;
Minas Gerais;Novo Oriente de Minas;N;;
Minas Gerais;Novorizonte;N;;
Minas Gerais;Olaria;O;;
Minas Gerais;Olhos-d'Água;O;;
Minas Gerais;Olímpio Noronha;O;;
Minas Gerais;Oliveira;O;;
Minas Gerais;Oliveira Fortes;O;;
Minas Gerais;Onça de Pitangui;O;;
Minas Gerais;Oratórios;O;;
Minas Gerais;Orizânia;O;;
Minas Gerais;Ouro Branco;O;;
Minas Gerais;Ouro Fino;O;;
Minas Gerais;Ouro Preto;O;;
Minas Gerais;Ouro Verde de Minas;O;;
Minas Gerais;Padre Carvalho;P;;
Minas Gerais;Padre Paraíso;P;;
Minas Gerais;Pai Pedro;P;;
Minas Gerais;Paineiras;P;;
Minas Gerais;Pains;P;;
Minas Gerais;Paiva;P;;
Minas Gerais;Palma;P;;
Minas Gerais;Palmópolis;P;;
Minas Gerais;Papagaios;P;;
Minas Gerais;Pará de Minas;P;;
Minas Gerais;Paracatu;P;;
Minas Gerais;Paraguaçu;P;;
Minas Gerais;Paraisópolis;P;;
Minas Gerais;Paraopeba;P;;
Minas Gerais;Passa Quatro;P;;
Minas Gerais;Passa Tempo;P;;
Minas Gerais;Passa Vinte;P;;
Minas Gerais;Passabém;P;;
Minas Gerais;Passos;P;;
Minas Gerais;Patis;P;;
Minas Gerais;Patos de Minas;P;;
Minas Gerais;Patrocínio do Muriaé;P;;
Minas Gerais;Patrocínio;P;;
Minas Gerais;Paula Cândido;P;;
Minas Gerais;Paulistas;P;;
Minas Gerais;Pavão;P;;
Minas Gerais;Peçanha;P;;
Minas Gerais;Pedra Azul;P;;
Minas Gerais;Pedra Bonita;P;;
Minas Gerais;Pedra do Anta;P;;
Minas Gerais;Pedra do Indaiá;P;;
Minas Gerais;Pedra Dourada;P;;
Minas Gerais;Pedralva;P;;
Minas Gerais;Pedras de Maria da Cruz;P;;
Minas Gerais;Pedrinópolis;P;;
Minas Gerais;Pedro Leopoldo;P;;
Minas Gerais;Pedro Teixeira;P;;
Minas Gerais;Pequeri;P;;
Minas Gerais;Pequi;P;;
Minas Gerais;Perdigão;P;;
Minas Gerais;Perdizes;P;;
Minas Gerais;Perdões;P;;
Minas Gerais;Periquito;P;;
Minas Gerais;Pescador;P;;
Minas Gerais;Piau;P;;
Minas Gerais;Piedade de Caratinga;P;;
Minas Gerais;Piedade de Ponte Nova;P;;
Minas Gerais;Piedade do Rio Grande;P;;
Minas Gerais;Piedade dos Gerais;P;;
Minas Gerais;Pimenta;P;;
Minas Gerais;Pingo-d'Água;P;;
Minas Gerais;Pintópolis;P;;
Minas Gerais;Piracema;P;;
Minas Gerais;Pirajuba;P;;
Minas Gerais;Piranga;P;;
Minas Gerais;Piranguçu;P;;
Minas Gerais;Piranguinho;P;;
Minas Gerais;Pirapetinga;P;;
Minas Gerais;Pirapora;P;;
Minas Gerais;Piraúba;P;;
Minas Gerais;Pitangui;P;;
Minas Gerais;Piumhi;P;;
Minas Gerais;Planura;P;;
Minas Gerais;Poço Fundo;P;;
Minas Gerais;Poços de Caldas;P;;
Minas Gerais;Pocrane;P;;
Minas Gerais;Pompéu;P;;
Minas Gerais;Ponte Nova;P;;
Minas Gerais;Ponto Chique;P;;
Minas Gerais;Ponto dos Volantes;P;;
Minas Gerais;Porteirinha;P;;
Minas Gerais;Porto Firme;P;;
Minas Gerais;Poté;P;;
Minas Gerais;Pouso Alegre;P;;
Minas Gerais;Pouso Alto;P;;
Minas Gerais;Prados;P;;
Minas Gerais;Prata;P;;
Minas Gerais;Pratápolis;P;;
Minas Gerais;Pratinha;P;;
Minas Gerais;Presidente Bernardes;P;;
Minas Gerais;Presidente Juscelino;P;;
Minas Gerais;Presidente Kubitschek;P;;
Minas Gerais;Presidente Olegário;P;;
Minas Gerais;Prudente de Morais;P;;
Minas Gerais;Quartel Geral;Q;;
Minas Gerais;Queluzito;Q;;
Minas Gerais;Raposos;R;;
Minas Gerais;Raul Soares;R;;
Minas Gerais;Recreio;R;;
Minas Gerais;Reduto;R;;
Minas Gerais;Resende Costa;R;;
Minas Gerais;Resplendor;R;;
Minas Gerais;Ressaquinha;R;;
Minas Gerais;Riachinho;R;;
Minas Gerais;Riacho dos Machados;R;;
Minas Gerais;Ribeirão das Neves;R;;
Minas Gerais;Ribeirão Vermelho;R;;
Minas Gerais;Rio Acima;R;;
Minas Gerais;Rio Casca;R;;
Minas Gerais;Rio do Prado;R;;
Minas Gerais;Rio Doce;R;;
Minas Gerais;Rio Espera;R;;
Minas Gerais;Rio Manso;R;;
Minas Gerais;Rio Novo;R;;
Minas Gerais;Rio Paranaíba;R;;
Minas Gerais;Rio Pardo de Minas;R;;
Minas Gerais;Rio Piracicaba;R;;
Minas Gerais;Rio Pomba;R;;
Minas Gerais;Rio Preto;R;;
Minas Gerais;Rio Vermelho;R;;
Minas Gerais;Ritápolis;R;;
Minas Gerais;Rochedo de Minas;R;;
Minas Gerais;Rodeiro;R;;
Minas Gerais;Romaria;R;;
Minas Gerais;Rosário da Limeira;R;;
Minas Gerais;Rubelita;R;;
Minas Gerais;Rubim;R;;
Minas Gerais;Sabará;S;;
Minas Gerais;Sabinópolis;S;;
Minas Gerais;Sacramento;S;;
Minas Gerais;Salinas;S;;
Minas Gerais;Salto da Divisa;S;;
Minas Gerais;Santa Bárbara;S;;
Minas Gerais;Santa Bárbara do Leste;S;;
Minas Gerais;Santa Bárbara do Monte Verde;S;;
Minas Gerais;Santa Bárbara do Tugúrio;S;;
Minas Gerais;Santa Cruz de Minas;S;;
Minas Gerais;Santa Cruz de Salinas;S;;
Minas Gerais;Santa Cruz do Escalvado;S;;
Minas Gerais;Santa Efigênia de Minas;S;;
Minas Gerais;Santa Fé de Minas;S;;
Minas Gerais;Santa Helena de Minas;S;;
Minas Gerais;Santa Juliana;S;;
Minas Gerais;Santa Luzia;S;;
Minas Gerais;Santa Margarida;S;;
Minas Gerais;Santa Maria de Itabira;S;;
Minas Gerais;Santa Maria do Salto;S;;
Minas Gerais;Santa Maria do Suaçuí;S;;
Minas Gerais;Santa Rita de Caldas;S;;
Minas Gerais;Santa Rita de Ibitipoca;S;;
Minas Gerais;Santa Rita de Jacutinga;S;;
Minas Gerais;Santa Rita de Minas;S;;
Minas Gerais;Santa Rita do Itueto;S;;
Minas Gerais;Santa Rita do Sapucaí;S;;
Minas Gerais;Santa Rosa da Serra;S;;
Minas Gerais;Santa Vitória;S;;
Minas Gerais;Santana da Vargem;S;;
Minas Gerais;Santana de Cataguases;S;;
Minas Gerais;Santana de Pirapama;S;;
Minas Gerais;Santana do Deserto;S;;
Minas Gerais;Santana do Garambéu;S;;
Minas Gerais;Santana do Jacaré;S;;
Minas Gerais;Santana do Manhuaçu;S;;
Minas Gerais;Santana do Paraíso;S;;
Minas Gerais;Santana do Riacho;S;;
Minas Gerais;Santana dos Montes;S;;
Minas Gerais;Santo Antônio do Amparo;S;;
Minas Gerais;Santo Antônio do Aventureiro;S;;
Minas Gerais;Santo Antônio do Grama;S;;
Minas Gerais;Santo Antônio do Itambé;S;;
Minas Gerais;Santo Antônio do Jacinto;S;;
Minas Gerais;Santo Antônio do Monte;S;;
Minas Gerais;Santo Antônio do Retiro;S;;
Minas Gerais;Santo Antônio do Rio Abaixo;S;;
Minas Gerais;Santo Hipólito;S;;
Minas Gerais;Santos Dumont;S;;
Minas Gerais;São Bento Abade;S;;
Minas Gerais;São Brás do Suaçuí;S;;
Minas Gerais;São Domingos das Dores;S;;
Minas Gerais;São Domingos do Prata;S;;
Minas Gerais;São Félix de Minas;S;;
Minas Gerais;São Francisco;S;;
Minas Gerais;São Francisco de Paula;S;;
Minas Gerais;São Francisco de Sales;S;;
Minas Gerais;São Francisco do Glória;S;;
Minas Gerais;São Geraldo;S;;
Minas Gerais;São Geraldo da Piedade;S;;
